patient_number,slice_number,resampled_pixdim_x,resampled_pixdim_y,resampled_size_x,resampled_size_y,image_filename,label_filename,train_val_test
18,12,0.625,0.625,308,325,prostate_18_slice_12.npy,label_18_slice_12.npy,test
18,13,0.625,0.625,308,325,prostate_18_slice_13.npy,label_18_slice_13.npy,test
18,14,0.625,0.625,308,325,prostate_18_slice_14.npy,label_18_slice_14.npy,test
18,15,0.625,0.625,308,325,prostate_18_slice_15.npy,label_18_slice_15.npy,test
18,16,0.625,0.625,308,325,prostate_18_slice_16.npy,label_18_slice_16.npy,test
18,17,0.625,0.625,308,325,prostate_18_slice_17.npy,label_18_slice_17.npy,test
18,18,0.625,0.625,308,325,prostate_18_slice_18.npy,label_18_slice_18.npy,test
18,19,0.625,0.625,308,325,prostate_18_slice_19.npy,label_18_slice_19.npy,test
18,20,0.625,0.625,308,325,prostate_18_slice_20.npy,label_18_slice_20.npy,test
18,21,0.625,0.625,308,325,prostate_18_slice_21.npy,label_18_slice_21.npy,test
18,22,0.625,0.625,308,325,prostate_18_slice_22.npy,label_18_slice_22.npy,test
18,23,0.625,0.625,308,325,prostate_18_slice_23.npy,label_18_slice_23.npy,test
18,24,0.625,0.625,308,325,prostate_18_slice_24.npy,label_18_slice_24.npy,test
18,25,0.625,0.625,308,325,prostate_18_slice_25.npy,label_18_slice_25.npy,test
18,26,0.625,0.625,308,325,prostate_18_slice_26.npy,label_18_slice_26.npy,test
18,27,0.625,0.625,308,325,prostate_18_slice_27.npy,label_18_slice_27.npy,test
18,28,0.625,0.625,308,325,prostate_18_slice_28.npy,label_18_slice_28.npy,test
18,29,0.625,0.625,308,325,prostate_18_slice_29.npy,label_18_slice_29.npy,test
18,30,0.625,0.625,308,325,prostate_18_slice_30.npy,label_18_slice_30.npy,test
18,31,0.625,0.625,308,325,prostate_18_slice_31.npy,label_18_slice_31.npy,test
18,32,0.625,0.625,308,325,prostate_18_slice_32.npy,label_18_slice_32.npy,test
18,33,0.625,0.625,308,325,prostate_18_slice_33.npy,label_18_slice_33.npy,test
18,34,0.625,0.625,308,325,prostate_18_slice_34.npy,label_18_slice_34.npy,test
18,35,0.625,0.625,308,325,prostate_18_slice_35.npy,label_18_slice_35.npy,test
18,36,0.625,0.625,308,325,prostate_18_slice_36.npy,label_18_slice_36.npy,test
